"problem_id","function_name","starter_code","language"
"84","solution","def solution(a, edges):
    answer = -2
    return answer","python"
"85","solution","def solution(s):
    answer = -1
    return answer","python"
"86","solution","def solution(sales, links):
    answer = 0
    return answer","python"
"87","solution","def solution(board, r, c):
    answer = 0
    return answer","python"
"88","solution","def solution(play_time, adv_time, logs):
    answer = ''
    return answer","python"
"89","solution","def solution(n, s, a, b, fares):
    answer = 0
    return answer","python"
"90","solution","def solution(info, query):
    answer = []
    return answer","python"
"91","solution","def solution(orders, course):
    answer = []
    return answer","python"
"92","solution","def solution(t):
    answer = 0
    return answer","python"
"93","solution","def solution(a):
    answer = -1
    return answer","python"
"94","solution","def solution(s):
    answer = []
    return answer","python"
"95","solution","def solution(s):
    answer = -1
    return answer","python"
"96","solution","def solution(n, edges):
    answer = 0
    return answer","python"
"97","solution","def solution(arr):
    answer = []
    return answer","python"
"98","solution","def solution(a):
    answer = -1
    return answer","python"
"99","solution","def solution(a):
    answer = 0
    return answer","python"
"101","solution","def solution(n, path, order):
    answer = True
    return answer","python"
"102","solution","def solution(board):
    answer = 0
    return answer","python"
"103","solution","def solution(gems):
    answer = []
    return answer","python"
"104","solution","def solution(expression):
    answer = 0
    return answer","python"
"105","solution","def solution(s):
    answer = []
    return answer","python"
"106","solution","def solution(user_id, banned_id):
    answer = 0
    return answer","python"
"107","solution","def solution(k, room_number):
    answer = []
    return answer","python"
"108","solution","def solution(stones, k):
    answer = 0
    return answer","python"
"109","solution","def solution(land, height):
    answer = 0
    return answer","python"
"110","solution","def solution(w,h):
    answer = 1
    return answer","python"
"111","solution","def solution(n, weak, dist):
    answer = 0
    return answer","python"
"112","solution","def solution(n, build_frame):
    answer = [[]]
    return answer","python"
"113","solution","def solution(words, queries):
    answer = []
    return answer","python"
"114","solution","def solution(key, lock):
    answer = True
    return answer","python"
"115","solution","def solution(p):
    answer = ''
    return answer","python"
"116","solution","def solution(s):
    answer = 0
    return answer","python"
"117","solution","def solution(cookie):
    answer = -1
    return answer","python"
"118","solution","def solution(dirs):
    answer = 0
    return answer","python"
"119","solution","def solution(skill, skill_trees):
    answer = -1
    return answer","python"
"120","solution","def solution(n, results):
    answer = 0
    return answer","python"
"121","solution","def solution(arrows):
    answer = 0
    return answer","python"
"122","solution","def solution(n, edge):
    answer = 0
    return answer","python"
"123","solution","def solution(n, times):
    answer = 0
    return answer","python"
"124","solution","def solution(distance, rocks, n):
    answer = 0
    return answer","python"
"125","solution","def solution(numbers, target):
    answer = 0
    return answer","python"
"126","solution","def solution(tickets):
    answer = []
    return answer","python"
"127","solution","def solution(begin, target, words):
    answer = 0
    return answer","python"
"128","solution","def solution(n, computers):
    answer = 0
    return answer","python"
"129","solution","def solution(triangle):
    answer = 0
    return answer","python"
"130","solution","def solution(m, n, puddles):
    answer = 0
    return answer","python"
"132","solution","def solution(N, number):
    answer = 0
    return answer","python"
"134","solution","def solution(word, pages):
    answer = 0
    return answer","python"
"135","solution","def solution(coin, cards):
    answer = 0
    return answer","python"
"136","solution","def solution(nodeinfo):
    answer = [[]]
    return answer","python"
"137","solution","def solution(food_times, k):
    answer = 0
    return answer","python"
"138","solution","def solution(relation):
    answer = 0
    return answer","python"
"139","solution","def solution(record):
    answer = []
    
    return answer","python"
"140","solution","def solution(people, limit):
    answer = 0
    return answer","python"
"141","solution","def solution(routes):
    answer = 0
    return answer","python"
"142","solution","def solution(number, k):
    answer = ''
    return answer","python"
"143","solution","def solution(n, costs):
    answer = 0
    return answer","python"
"144","solution","def solution(name):
    answer = 0
    return answer","python"
"146","solution","def solution(numbers):
    answer = 0
    return answer","python"
"147","solution","def solution(citations):
    answer = 0
    return answer","python"
"148","solution","def solution(numbers):
    answer = ''
    return answer","python"
"149","solution","def solution(operations):
    answer = []
    return answer","python"
"150","solution","def solution(jobs):
    answer = 0
    return answer","python"
"151","solution","def solution(scoville, K):
    answer = 0
    return answer","python"
"152","solution","def solution(priorities, location):
    answer = 0
    return answer","python"
"153","solution","def solution(progresses, speeds):
    answer = []
    return answer","python"
"154","solution","def solution(prices):
    answer = []
    return answer","python"
"155","solution","def solution(bridge_length, weight, truck_weights):
    answer = 0
    return answer","python"
"156","solution","def solution(genres, plays):
    answer = []
    return answer","python"
"157","solution","def solution(clothes):
    answer = 0
    return answer","python"
"158","solution","def solution(phone_book):
    answer = True
    return answer","python"
"159","solution","def solution(n, t, m, p):
    answer = ''
    return answer","python"
"160","solution","def solution(files):
    answer = []
    return answer","python"
"161","solution","def solution(words):
    answer = 0
    return answer","python"
"162","solution","def solution(msg):
    answer = []
    return answer","python"
"163","solution","def solution(m, musicinfos):
    answer = ''
    return answer","python"
"164","solution","def solution(cacheSize, cities):
    answer = 0
    return answer","python"
"165","solution","def solution(m, n, board):
    answer = 0
    return answer","python"
"166","solution","def solution(n, t, m, timetable):
    answer = ''
    return answer","python"
"167","solution","def solution(str1, str2):
    answer = 0
    return answer","python"
"168","solution","def solution(lines):
    answer = 0
    return answer","python"
"169","solution","def solution(A, B):
    answer = -1
    return answer","python"
"170","solution","def solution(n,a,b):
    answer = 0

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer","python"
"172","solution","def solution(strs, t):
    answer = 0

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer","python"
"173","solution","def solution(n, words):
    answer = []

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer","python"
"174","solution","def solution(n):
    ans = 0
    
    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return ans","python"
"175","solution","def solution(n, stations, w):
    answer = 0

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer","python"
"176","solution","def solution(N, road, K):
    answer = 0

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer","python"
"177","solution","def solution(s):
    answer = -1

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer","python"
"178","solution","def solution(sticker):
    answer = 0

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer","python"
"179","solution","def solution(arr):
    answer = 0
    return answer","python"
"180","solution","def solution(n):
    answer = 0
    return answer","python"
"181","solution","def solution(s):
    answer = ''
    return answer","python"
"182","solution","def solution(arr1, arr2):
    answer = [[]]
    return answer","python"
"183","solution","def solution(n):
    answer = [[]]
    return answer","python"
"184","solution","def solution(n):
    answer = 0
    return answer","python"
"185","solution","def solution(matrix_sizes):
    answer = 0
    return answer","python"
"186","solution","def solution(A,B):
    answer = 0

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer","python"
"187","solution","def solution(s):
    answer = ''
    return answer","python"
"188","solution","def solution(n, s):
    answer = []
    return answer","python"
"189","solution","def solution(n, k):
    answer = []
    return answer","python"
"190","solution","def solution(n):
    answer = 0
    return answer","python"
"191","solution","def solution(n, works):
    answer = 0
    return answer","python"
"192","solution","def solution(n):
    answer = 0
    return answer","python"
"193","solution","def solution(begin, end):
    answer = []
    return answer","python"
"194","solution","def solution(n, cores):
    answer = 0
    return answer","python"
"195","solution","def solution(n):
    answer = 0
    return answer","python"
"196","solution","def solution(land):
    answer = 0

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer","python"
"197","solution","def solution(n):
    answer = 0
    return answer","python"
"198","solution","def solution(s):
    answer = True
    
    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return True","python"
"199","solution","def solution(n, money):
    answer = 0
    return answer","python"
"200","solution","def solution(n, tops):
    answer = 0
    return answer","python"
"201","solution","def solution(board):
    answer = 1234

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer","python"
"202","solution","def solution(s):
    answer = 0

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer","python"
"203","solution","def solution(n):
    answer = 0
    return answer","python"
"204","solution","def solution(n):
    answer = 0
    return answer","python"
"205","solution","def solution(n):
    answer = ''
    return answer","python"
"206","solution","def solution(maps):
    answer = 0
    return answer","python"
"207","solution","def solution(arr):
    answer = -1
    return answer","python"
"208","solution","def solution(land):
    answer = 0
    return answer","python"
"209","solution","def solution(h1, m1, s1, h2, m2, s2):
    answer = -1
    return answer","python"
"210","solution","def solution(n, m, tests):
    answer = 0
    return answer","python"
"511","solution","def solution(x):
    # x: List[float]
    # return: List[float] rounded to 6 decimals
    answer = []
    return answer","python"
"512","solution","def solution(x):
    answer = []
    return answer","python"
"513","solution","def solution(y_true, y_pred):
    # return 2D list confusion matrix
    answer = []
    return answer","python"
"514","solution","def solution(y_true, topk_pred):
    # y_true: List[int], topk_pred: List[List[int]]
    answer = 0.0
    return round(answer, 6)","python"
"515","solution","def solution(q, docs):
    # return index of best doc by cosine similarity
    answer = 0
    return answer","python"
"516","solution","def solution(logits):
    answer = 0.0
    return round(answer, 6)","python"
"517","solution","def solution(logits):
    probs = []
    return probs","python"
"518","solution","def solution(probs, y):
    loss = 0.0
    return round(loss, 6)","python"
"519","solution","def solution(y_true, y_pred):
    precision = recall = f1 = 0.0
    return [round(precision, 6), round(recall, 6), round(f1, 6)]","python"
"520","solution","def solution(y_true, y_score):
    auc = 0.0
    return round(auc, 6)","python"
"521","solution","def solution(y, test_ratio):
    train_idx, test_idx = [], []
    return [train_idx, test_idx]","python"
"522","solution","def solution(sentences):
    vocab = []
    vectors = []
    return [vocab, vectors]","python"
"523","solution","def solution(sentences):
    vocab = []
    tfidf_vectors = []
    return [vocab, tfidf_vectors]","python"
"524","solution","def solution(points, centroids):
    # points: List[List[float]], centroids: List[List[float]]
    counts = [0] * len(centroids)
    return counts","python"
"525","solution","def solution(points, assignments, k):
    centroids = [[0.0, 0.0] for _ in range(k)]
    return centroids","python"
"526","solution","def solution(X, y, w, lr):
    new_w = []
    return new_w","python"
"527","solution","def solution(seqs, pad):
    ans = []
    return ans","python"
"528","solution","def solution(s, n):
    answer = []
    return answer","python"
"529","solution","def solution(y_true, y_prob, B):
    ece = 0.0
    return round(ece, 6)","python"
"530","solution","def solution(val_losses, patience):
    stop_epoch = -1
    return stop_epoch","python"
"700","min_cost","def min_cost(cost, m, n):
    pass","python"
"701","similar_elements","def similar_elements(test_tup1, test_tup2):
    pass","python"
"702","is_not_prime","def is_not_prime(n):
    pass","python"
"703","heap_queue_largest","def heap_queue_largest(nums,n):
    pass","python"
"704","count_ways","def count_ways(n):
    pass","python"
"705","is_Power_Of_Two","def is_Power_Of_Two(x):
    pass","python"
"706","find_char_long","def find_char_long(text):
    pass","python"
"707","square_nums","def square_nums(nums):
    pass","python"
"708","find_Rotations","def find_Rotations(str):
    pass","python"
"709","small_nnum","def small_nnum(list1,n):
    pass","python"
"710","remove_Occ","def remove_Occ(s,ch):
    pass","python"
"711","sort_matrix","def sort_matrix(M):
    pass","python"
"712","count_common","def count_common(words):
    pass","python"
"713","find_Volume","def find_Volume(l,b,h):
    pass","python"
"714","split_lowerstring","def split_lowerstring(text):
    pass","python"
"715","text_lowercase_underscore","def text_lowercase_underscore(text):
    pass","python"
"716","square_perimeter","def square_perimeter(a):
    pass","python"
"717","str_to_list","def str_to_list(string):
    pass","python"
"718","test_duplicate","def test_duplicate(arraynums):
    pass","python"
"719","is_woodall","def is_woodall(x):
    pass","python"
"720","multiples_of_num","def multiples_of_num(m,n):
    pass","python"
"721","find_first_duplicate","def find_first_duplicate(nums):
    pass","python"
"722","maximum_Sum","def maximum_Sum(list1):
    pass","python"
"723","binary_to_decimal","def binary_to_decimal(binary):
    pass","python"
"724","find_Product","def find_Product(arr,n):
    pass","python"
"725","check_k_elements","def check_k_elements(test_list, K):
    pass","python"
"726","remove","def remove(list):
    pass","python"
"727","binomial_Coeff","def binomial_Coeff(n,k):
    pass","python"
"728","get_Odd_Occurrence","def get_Odd_Occurrence(arr,arr_size):
    pass","python"
"729","check_Equality","def check_Equality(s):
    pass","python"
"730","func","def func(nums, k):
    pass","python"
"731","max_Prime_Factors","def max_Prime_Factors(n):
    pass","python"
"732","decimal_To_Binary","def decimal_To_Binary(N):
    pass","python"
"733","find_missing","def find_missing(ar,N):
    pass","python"
"734","find_rect_num","def find_rect_num(n):
    pass","python"
"735","find_Nth_Digit","def find_Nth_Digit(p,q,N):
    pass","python"
"736","sort_mixed_list","def sort_mixed_list(mixed_list):
    pass","python"
"737","div_even_odd","def div_even_odd(list1):
    pass","python"
"738","rearange_string","def rearange_string(S):
    pass","python"
"739","freq_element","def freq_element(nums):
    pass","python"
"740","filter_evennumbers","def filter_evennumbers(nums):
    pass","python"
"741","find_Sum","def find_Sum(arr,n):
    pass","python"
"742","text_match","def text_match(text):
    pass","python"
"743","text_match_string","def text_match_string(text):
    pass","python"
"744","find_gcd","def find_gcd(x, y):
    pass","python"
"745","test_distinct","def test_distinct(data):
    pass","python"
"746","compute_Last_Digit","def compute_Last_Digit(A,B):
    pass","python"
"747","odd_bit_set_number","def odd_bit_set_number(n):
    pass","python"
"748","specified_element","def specified_element(nums, N):
    pass","python"
"749","min_length_list","def min_length_list(input_list):
    pass","python"
"750","check_equilateral","def check_equilateral(x,y,z):
    pass","python"
"751","parallelogram_area","def parallelogram_area(b,h):
    pass","python"
"752","check_Equality","def check_Equality(str):
    pass","python"
"753","counting_sort","def counting_sort(my_list):
    pass","python"
"754","tn_gp","def tn_gp(a,n,r):
    pass","python"
"755","rev","def rev(num):
    pass","python"
"756","find_Max_Num","def find_Max_Num(arr,n):
    pass","python"
"757","opposite_Signs","def opposite_Signs(x,y):
    pass","python"
"758","is_octagonal","def is_octagonal(n):
    pass","python"
"759","max_len_sub","def max_len_sub(arr, n):
    pass","python"
"760","count_Substrings","def count_Substrings(s,n):
    pass","python"
"761","smallest_num","def smallest_num(xs):
    pass","python"
"762","max_difference","def max_difference(test_list):
    pass","python"
"763","subject_marks","def subject_marks(subjectmarks):
    pass","python"
"764","recursive_list_sum","def recursive_list_sum(data_list):
    pass","python"
"765","pos_count","def pos_count(list):
    pass","python"
"766","bell_number","def bell_number(n):
    pass","python"
"767","is_Monotonic","def is_Monotonic(A):
    pass","python"
"768","is_sublist","def is_sublist(l, s):
    pass","python"
"769","find_equal_tuple","def find_equal_tuple(Input, k):
    pass","python"
"770","comb_sort","def comb_sort(nums):
    pass","python"
"771","dif_Square","def dif_Square(n):
    pass","python"
"772","multiple_split","def multiple_split(text):
    pass","python"
"773","is_samepatterns","def is_samepatterns(colors, patterns):
    pass","python"
"774","find_tuples","def find_tuples(test_list, K):
    pass","python"
"775","count_Squares","def count_Squares(m,n):
    pass","python"
"776","is_Diff","def is_Diff(n):
    pass","python"
"777","count_With_Odd_SetBits","def count_With_Odd_SetBits(n):
    pass","python"
"778","word_len","def word_len(s):
    pass","python"
"779","tetrahedral_number","def tetrahedral_number(n):
    pass","python"
"780","zip_tuples","def zip_tuples(test_tup1, test_tup2):
    pass","python"
"781","volume_sphere","def volume_sphere(r):
    pass","python"
"782","get_Char","def get_Char(strr):
    pass","python"
"783","sequence","def sequence(n):
    pass","python"
"784","surfacearea_sphere","def surfacearea_sphere(r):
    pass","python"
"785","centered_hexagonal_number","def centered_hexagonal_number(n):
    pass","python"
"786","merge_dictionaries_three","def merge_dictionaries_three(dict1,dict2, dict3):
    pass","python"
"787","freq_count","def freq_count(list1):
    pass","python"
"788","closest_num","def closest_num(N):
    pass","python"
"789","len_log","def len_log(list1):
    pass","python"
"790","find_substring","def find_substring(str1, sub_str):
    pass","python"
"791","is_undulating","def is_undulating(n):
    pass","python"
"792","power","def power(a,b):
    pass","python"
"793","index_minimum","def index_minimum(test_list):
    pass","python"
"794","Find_Min_Length","def Find_Min_Length(lst):
    pass","python"
"795","divisor","def divisor(n):
    pass","python"
"796","frequency_lists","def frequency_lists(list1):
    pass","python"
"797","multiply_num","def multiply_num(numbers):
    pass","python"
"798","decimal_to_binary","def decimal_to_binary(n):
    pass","python"
"799","next_smallest_palindrome","def next_smallest_palindrome(num):
    pass","python"
"800","kth_element","def kth_element(arr, n, k):
    pass","python"
"801","snake_to_camel","def snake_to_camel(word):
    pass","python"
"802","eulerian_num","def eulerian_num(n, m):
    pass","python"
"803","sort_sublists","def sort_sublists(input_list):
    pass","python"
"804","count","def count(lst):
    pass","python"
"805","add_lists","def add_lists(test_list, test_tup):
    pass","python"
"806","count_Hexadecimal","def count_Hexadecimal(L,R):
    pass","python"
"807","merge_sorted_list","def merge_sorted_list(num1,num2,num3):
    pass","python"
"808","odd_Equivalent","def odd_Equivalent(s,n):
    pass","python"
"809","extract_missing","def extract_missing(test_list, strt_val, stop_val):
    pass","python"
"810","common_in_nested_lists","def common_in_nested_lists(nestedlist):
    pass","python"
"811","perimeter","def perimeter(diameter,height):
    pass","python"
"812","check_integer","def check_integer(text):
    pass","python"
"813","assign_freq","def assign_freq(test_list):
    pass","python"
"814","empty_dit","def empty_dit(list1):
    pass","python"
"815","tuple_to_int","def tuple_to_int(nums):
    pass","python"
"816","list_to_float","def list_to_float(test_list):
    pass","python"
"817","string_to_list","def string_to_list(string):
    pass","python"
"818","search","def search(arr,n):
    pass","python"
"819","max_product_tuple","def max_product_tuple(list1):
    pass","python"
"820","check_triplet","def check_triplet(A, n, sum, count):
    pass","python"
"821","smartNumber","def smartNumber(n):
    pass","python"
"822","amicable_numbers_sum","def amicable_numbers_sum(limit):
    pass","python"
"823","angle_complex","def angle_complex(a,b):
    pass","python"
"824","find_length","def find_length(string, n):
    pass","python"
"825","sum","def sum(a,b):
    pass","python"
"826","multiply_int","def multiply_int(x, y):
    pass","python"
"827","long_words","def long_words(n, str):
    pass","python"
"828","magic_square_test","def magic_square_test(my_matrix):
    pass","python"
"829","max_occurrences","def max_occurrences(nums):
    pass","python"
"830","reverse_vowels","def reverse_vowels(str1):
    pass","python"
"831","tup_string","def tup_string(tup1):
    pass","python"
"832","sum_negativenum","def sum_negativenum(nums):
    pass","python"
"833","check_last","def check_last(arr,n,p):
    pass","python"
"834","hexagonal_num","def hexagonal_num(n):
    pass","python"
"835","cal_electbill","def cal_electbill(units):
    pass","python"
"836","zero_count","def zero_count(nums):
    pass","python"
"837","is_Sum_Of_Powers_Of_Two","def is_Sum_Of_Powers_Of_Two(n):
    pass","python"
"838","circle_circumference","def circle_circumference(r):
    pass","python"
"839","extract_singly","def extract_singly(test_list):
    pass","python"
"840","pancake_sort","def pancake_sort(nums):
    pass","python"
"841","count_samepair","def count_samepair(list1,list2,list3):
    pass","python"
"842","find_lists","def find_lists(Input):
    pass","python"
"843","sum_Pairs","def sum_Pairs(arr,n):
    pass","python"
"844","max_Abs_Diff","def max_Abs_Diff(arr,n):
    pass","python"
"845","ascii_value_string","def ascii_value_string(str1):
    pass","python"
"846","max_path_sum","def max_path_sum(tri, m, n):
    pass","python"
"847","sum_digits_single","def sum_digits_single(x):
    pass","python"
"848","longest_subseq_with_diff_one","def longest_subseq_with_diff_one(arr, n):
    pass","python"
"849","does_Contain_B","def does_Contain_B(a,b,c):
    pass","python"
"850","gcd","def gcd(p,q):
    pass","python"
"851","merge","def merge(a,b):
    pass","python"
"852","parabola_vertex","def parabola_vertex(a, b, c):
    pass","python"
"853","specified_element","def specified_element(nums, N):
    pass","python"
"854","even_bit_toggle_number","def even_bit_toggle_number(n):
    pass","python"
"855","tuple_int_str","def tuple_int_str(tuple_str):
    pass","python"
"856","encode_list","def encode_list(list1):
    pass","python"
"857","min_Ops","def min_Ops(arr,n,k):
    pass","python"
"858","month_season","def month_season(month,days):
    pass","python"
"859","solution","def solution(a, b, n):
    pass","python"
"860","remove_elements","def remove_elements(list1, list2):
    pass","python"
"861","sum_series","def sum_series(n):
    pass","python"
"862","area_polygon","def area_polygon(s,l):
    pass","python"
"863","divSum","def divSum(n):
    pass","python"
"864","count_char_position","def count_char_position(str1):
    pass","python"
"865","find_even_Pair","def find_even_Pair(A,N):
    pass","python"
"866","next_Power_Of_2","def next_Power_Of_2(n):
    pass","python"
"867","frequency","def frequency(a,x):
    pass","python"
"868","get_pell","def get_pell(n):
    pass","python"
"869","sum_range_list","def sum_range_list(list1, m, n):
    pass","python"
"870","perimeter_pentagon","def perimeter_pentagon(a):
    pass","python"
"871","count_occurance","def count_occurance(s):
    pass","python"
"872","remove_splchar","def remove_splchar(text):
    pass","python"
"873","group_keyvalue","def group_keyvalue(l):
    pass","python"
"874","is_valid_parenthese","def is_valid_parenthese(str1):
    pass","python"
"875","perimeter_triangle","def perimeter_triangle(a,b,c):
    pass","python"
"876","answer","def answer(L,R):
    pass","python"
"877","string_literals","def string_literals(patterns,text):
    pass","python"
"878","is_num_keith","def is_num_keith(x):
    pass","python"
"879","distance_lat_long","def distance_lat_long(slat,slon,elat,elon):
    pass","python"
"880","common_prefix_util","def common_prefix_util(str1, str2):
    pass","python"
"881","find_character","def find_character(string):
    pass","python"
"882","count_pairs","def count_pairs(arr, n, k):
    pass","python"
"883","greater_specificnum","def greater_specificnum(list,num):
    pass","python"
"884","parabola_focus","def parabola_focus(a, b, c):
    pass","python"
"885","check_literals","def check_literals(text, patterns):
    pass","python"
"886","longest_common_subsequence","def longest_common_subsequence(X, Y, m, n):
    pass","python"
"887","prod_Square","def prod_Square(n):
    pass","python"
"888","first_Missing_Positive","def first_Missing_Positive(arr,n):
    pass","python"
"889","count_Intgral_Points","def count_Intgral_Points(x1,y1,x2,y2):
    pass","python"
"890","check_monthnumber","def check_monthnumber(monthname3):
    pass","python"
"891","check_String","def check_String(str):
    pass","python"
"892","remove_tuple","def remove_tuple(test_tup):
    pass","python"
"893","octal_To_Decimal","def octal_To_Decimal(n):
    pass","python"
"894","first","def first(arr,x,n):
    pass","python"
"895","remove_tuples","def remove_tuples(test_list, K):
    pass","python"
"896","find_exponentio","def find_exponentio(test_tup1, test_tup2):
    pass","python"
"897","largest_triangle","def largest_triangle(a,b):
    pass","python"
"898","highest_Power_of_2","def highest_Power_of_2(n):
    pass","python"
"899","position_max","def position_max(list1):
    pass","python"
"900","chkList","def chkList(lst):
    pass","python"
"901","remove_even","def remove_even(str1):
    pass","python"
"902","hamming_Distance","def hamming_Distance(n1,n2):
    pass","python"
"903","count","def count(s,c):
    pass","python"
"904","inversion_elements","def inversion_elements(test_tup):
    pass","python"
"905","concatenate_elements","def concatenate_elements(test_tup):
    pass","python"
"906","find_longest_repeating_subseq","def find_longest_repeating_subseq(str):
    pass","python"
"907","is_decimal","def is_decimal(num):
    pass","python"
"908","heap_replace","def heap_replace(heap,a):
    pass","python"
"909","is_allowed_specific_char","def is_allowed_specific_char(string):
    pass","python"
"910","count_Num","def count_Num(n):
    pass","python"
"911","fourth_Power_Sum","def fourth_Power_Sum(n):
    pass","python"
"912","concatenate_strings","def concatenate_strings(test_tup1, test_tup2):
    pass","python"
"913","degree_radian","def degree_radian(radian):
    pass","python"
"914","decode_list","def decode_list(alist):
    pass","python"
