id,problem_id,function_name,starter_code,language
152,152,solution,"def solution(land, height):
    answer = 0
    return answer",python
153,153,solution,"def solution(w,h):
    answer = 1
    return answer",python
154,154,solution,"def solution(board):
    answer = 0
    return answer",python
155,155,solution,"def solution(n, weak, dist):
    answer = 0
    return answer",python
156,156,solution,"def solution(n, build_frame):
    answer = [[]]
    return answer",python
157,157,solution,"def solution(words, queries):
    answer = []
    return answer",python
158,158,solution,"def solution(key, lock):
    answer = True
    return answer",python
159,159,solution,"def solution(p):
    answer = ''
    return answer",python
160,160,solution,"def solution(s):
    answer = 0
    return answer",python
161,161,solution,"def solution(*args):
    return None
",python
162,162,solution,"def solution(*args):
    return None
",python
163,163,solution,"def solution(*args):
    return None
",python
164,164,solution,"def solution(*args):
    return None
",python
165,165,solution,"def solution(*args):
    return None
",python
166,166,solution,"def solution(*args):
    return None
",python
167,167,solution,"def solution(*args):
    return None
",python
168,168,solution,"def solution(*args):
    return None
",python
169,169,solution,"def solution(*args):
    return None
",python
170,170,solution,"def solution(*args):
    return None
",python
171,171,solution,"def solution(*args):
    return None
",python
172,172,solution,"def solution(*args):
    return None
",python
173,173,solution,"def solution(*args):
    return None
",python
174,174,solution,"def solution(*args):
    return None
",python
175,175,solution,"def solution(*args):
    return None
",python
176,176,solution,"def solution(*args):
    return None
",python
177,177,solution,"def solution(*args):
    return None
",python
178,178,solution,"def solution(cookie):
    answer = -1
    return answer",python
179,179,solution,"def solution(dirs):
    answer = 0
    return answer",python
180,180,solution,"def solution(skill, skill_trees):
    answer = -1
    return answer",python
181,181,solution,"def solution(n, results):
    answer = 0
    return answer",python
182,182,solution,"def solution(arrows):
    answer = 0
    return answer",python
183,183,solution,"def solution(n, edge):
    answer = 0
    return answer",python
184,184,solution,"def solution(n, times):
    answer = 0
    return answer",python
185,185,solution,"def solution(distance, rocks, n):
    answer = 0
    return answer",python
186,186,solution,"def solution(numbers, target):
    answer = 0
    return answer",python
187,187,solution,"def solution(tickets):
    answer = []
    return answer",python
188,188,solution,"def solution(begin, target, words):
    answer = 0
    return answer",python
189,189,solution,"def solution(n, computers):
    answer = 0
    return answer",python
190,190,solution,"def solution(triangle):
    answer = 0
    return answer",python
191,191,solution,"def solution(m, n, puddles):
    answer = 0
    return answer",python
192,192,solution,"def solution(money):
    answer = 0
    return answer",python
193,193,solution,"def solution(N, number):
    answer = 0
    return answer",python
194,194,solution,"def solution(board):
    answer = 0
    return answer",python
195,195,solution,"def solution(word, pages):
    answer = 0
    return answer",python
196,196,solution,"def solution(nodeinfo):
    answer = [[]]
    return answer",python
197,197,solution,"def solution(food_times, k):
    answer = 0
    return answer",python
198,198,solution,"def solution(relation):
    answer = 0
    return answer",python
199,199,solution,"def solution(record):
    answer = []
    
    return answer",python
200,200,solution,"def solution(people, limit):
    answer = 0
    return answer",python
201,201,solution,"def solution(routes):
    answer = 0
    return answer",python
202,202,solution,"def solution(number, k):
    answer = ''
    return answer",python
203,203,solution,"def solution(n, costs):
    answer = 0
    return answer",python
204,204,solution,"def solution(name):
    answer = 0
    return answer",python
205,205,solution,"def solution(brown, yellow):
    answer = []
    return answer",python
206,206,solution,"def solution(numbers):
    answer = 0
    return answer",python
207,207,solution,"def solution(citations):
    answer = 0
    return answer",python
208,208,solution,"def solution(numbers):
    answer = ''
    return answer",python
209,209,solution,"def solution(operations):
    answer = []
    return answer",python
210,210,solution,"def solution(jobs):
    answer = 0
    return answer",python
211,211,solution,"def solution(scoville, K):
    answer = 0
    return answer",python
212,212,solution,"def solution(priorities, location):
    answer = 0
    return answer",python
213,213,solution,"def solution(progresses, speeds):
    answer = []
    return answer",python
214,214,solution,"def solution(prices):
    answer = []
    return answer",python
215,215,solution,"def solution(bridge_length, weight, truck_weights):
    answer = 0
    return answer",python
216,216,solution,"def solution(genres, plays):
    answer = []
    return answer",python
217,217,solution,"def solution(clothes):
    answer = 0
    return answer",python
218,218,solution,"def solution(phone_book):
    answer = True
    return answer",python
219,219,solution,"def solution(n, t, m, p):
    answer = ''
    return answer",python
220,220,solution,"def solution(files):
    answer = []
    return answer",python
221,221,solution,"def solution(words):
    answer = 0
    return answer",python
222,222,solution,"def solution(msg):
    answer = []
    return answer",python
223,223,solution,"def solution(m, musicinfos):
    answer = ''
    return answer",python
224,224,solution,"def solution(cacheSize, cities):
    answer = 0
    return answer",python
225,225,solution,"def solution(m, n, board):
    answer = 0
    return answer",python
226,226,solution,"def solution(n, t, m, timetable):
    answer = ''
    return answer",python
227,227,solution,"def solution(str1, str2):
    answer = 0
    return answer",python
228,228,solution,"def solution(lines):
    answer = 0
    return answer",python
229,229,solution,"def solution(A, B):
    answer = -1
    return answer",python
230,230,solution,"def solution(n,a,b):
    answer = 0

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer",python
231,231,solution,"def solution(land, P, Q):
    answer = -1
    return answer",python
232,232,solution,"def solution(strs, t):
    answer = 0

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer",python
233,233,solution,"def solution(n, words):
    answer = []

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer",python
234,234,solution,"def solution(n):
    ans = 0
    
    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return ans",python
235,235,solution,"def solution(n, stations, w):
    answer = 0

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer",python
236,236,solution,"def solution(N, road, K):
    answer = 0

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer",python
237,237,solution,"def solution(*args):
    return None
",python
238,238,solution,"def solution(s):
    answer = -1

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer",python
239,239,solution,"def solution(sticker):
    answer = 0

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer",python
240,240,solution,"def solution(arr):
    answer = 0
    return answer",python
241,241,solution,"def solution(n):
    answer = 0
    return answer",python
242,242,solution,"def solution(s):
    answer = ''
    return answer",python
243,243,solution,"def solution(arr1, arr2):
    answer = [[]]
    return answer",python
244,244,solution,"def solution(n):
    answer = [[]]
    return answer",python
245,245,solution,"def solution(n):
    answer = 0
    return answer",python
246,246,solution,"def solution(matrix_sizes):
    answer = 0
    return answer",python
247,247,solution,"def solution(A,B):
    answer = 0

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer",python
248,248,solution,"def solution(s):
    answer = ''
    return answer",python
249,249,solution,"def solution(n, s):
    answer = []
    return answer",python
250,250,solution,"def solution(n, k):
    answer = []
    return answer",python
251,251,solution,"def solution(n):
    answer = 0
    return answer",python
252,252,solution,"def solution(n, works):
    answer = 0
    return answer",python
253,253,solution,"def solution(n):
    answer = 0
    return answer",python
254,254,solution,"def solution(begin, end):
    answer = []
    return answer",python
255,255,solution,"def solution(n, cores):
    answer = 0
    return answer",python
256,256,solution,"def solution(n):
    answer = 0
    return answer",python
257,257,solution,"def solution(land):
    answer = 0

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer",python
258,258,solution,"def solution(n):
    answer = 0
    return answer",python
259,259,solution,"def solution(s):
    answer = True
    
    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return True",python
260,260,solution,"def solution(n, money):
    answer = 0
    return answer",python
261,261,solution,"def solution(board):
    answer = 1234

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer",python
262,262,solution,"def solution(s):
    answer = 0

    # [실행] 버튼을 누르면 출력 값을 볼 수 있습니다.
    print('Hello Python')

    return answer",python
263,263,solution,"def solution(n):
    answer = 0
    return answer",python
264,264,solution,"def solution(n):
    answer = 0
    return answer",python
265,265,solution,"def solution(n):
    answer = ''
    return answer",python
266,266,solution,"def solution(maps):
    answer = 0
    return answer",python
267,267,solution,"def solution(arr):
    answer = -1
    return answer",python
268,268,solution,"def solution(*args):
    return None
",python
269,269,solution,"def solution(*args):
    return None
",python
270,270,solution,"def solution(*args):
    return None
",python
271,271,solution,"def solution(*args):
    return None
",python
272,272,solution,"def solution(*args):
    return None
",python
273,273,solution,"def solution(*args):
    return None
",python
274,274,solution,"def solution(*args):
    return None
",python
275,275,solution,"def solution(*args):
    return None
",python
276,276,solution,"def solution(*args):
    return None
",python
277,277,solution,"def solution(*args):
    return None
",python
278,278,solution,"def solution(*args):
    return None
",python
279,279,solution,"def solution(*args):
    return None
",python
280,280,solution,"def solution(*args):
    return None
",python
281,281,solution,"def solution(*args):
    return None
",python
282,282,count_ways,"def count_ways(n):
    pass",python
283,283,rearange_string,"def rearange_string(S):
    pass",python
284,284,sequence,"def sequence(n):
    pass",python
285,285,next_smallest_palindrome,"def next_smallest_palindrome(num):
    pass",python
286,286,eulerian_num,"def eulerian_num(n, m):
    pass",python
287,287,extract_missing,"def extract_missing(test_list, strt_val, stop_val):
    pass",python
288,288,check_triplet,"def check_triplet(A, n, sum, count):
    pass",python
289,289,smartNumber,"def smartNumber(n):
    pass",python
290,290,amicable_numbers_sum,"def amicable_numbers_sum(limit):
    pass",python
291,291,sum_Pairs,"def sum_Pairs(arr,n):
    pass",python
292,292,solution,"def solution(a, b, n):
    pass",python
293,293,longest_common_subsequence,"def longest_common_subsequence(X, Y, m, n):
    pass",python
294,294,first_Missing_Positive,"def first_Missing_Positive(arr,n):
    pass",python
295,295,largest_triangle,"def largest_triangle(a,b):
    pass",python
296,296,find_longest_repeating_subseq,"def find_longest_repeating_subseq(str):
    pass",python
297,297,check_subset_list,"def check_subset_list(list1, list2):
    pass",python
298,298,find_Min,"def find_Min(arr,low,high):
    pass",python
299,299,max_sum,"def max_sum(arr, n):
    pass",python
300,300,lps,"def lps(str):
    pass",python
301,301,newman_prime,"def newman_prime(n):
    pass",python
302,302,max_sub_array_sum_repeated,"def max_sub_array_sum_repeated(a, n, k):
    pass",python
303,303,get_Inv_Count,"def get_Inv_Count(arr,n):
    pass",python
304,304,max_sum_increasing_subseq,"def max_sum_increasing_subseq(a, n, index, k):
    pass",python
305,305,large_product,"def large_product(nums1, nums2, N):
    pass",python
306,306,right_rotate,"def right_rotate(arr, n, out_of_place, cur):
    pass",python
307,307,get_Min_Squares,"def get_Min_Squares(n):
    pass",python
308,308,__init__,"def __init__(self, value, list_num, index):
    pass",python
309,309,zigzag,"def zigzag(n, k):
    pass",python
310,310,permute_string,"def permute_string(str):
    pass",python
311,311,find_rotation_count,"def find_rotation_count(A):
    pass",python
312,312,get_max_sum,"def get_max_sum(n):
    pass",python
313,313,rearrange_bigger,"def rearrange_bigger(n):
    pass",python
314,314,k_smallest_pairs,"def k_smallest_pairs(nums1, nums2, k):
    pass",python
315,315,breakSum,"def breakSum(n):
    pass",python
316,316,sumofFactors,"def sumofFactors(n):
    pass",python
317,317,max_subarray_product,"def max_subarray_product(arr):
    pass",python
318,318,find_peak_util,"def find_peak_util(arr, low, high, n):
    pass",python
319,319,max_product,"def max_product(arr, n):
    pass",python
320,320,max_profit,"def max_profit(price, k):
    pass",python
321,321,is_subset_sum,"def is_subset_sum(set, n, sum):
    pass",python
322,322,first_Factorial_Divisible_Number,"def first_Factorial_Divisible_Number(x):
    pass",python
323,323,no_of_subsequences,"def no_of_subsequences(arr, k):
    pass",python
324,324,modular_sum,"def modular_sum(arr, n, m):
    pass",python
325,325,radix_sort,"def radix_sort(nums):
    pass",python
326,326,lbs,"def lbs(arr):
    pass",python
327,327,max_sum_increasing_subsequence,"def max_sum_increasing_subsequence(arr, n):
    pass",python
328,328,min_coins,"def min_coins(coins, m, V):
    pass",python
329,329,take_L_and_F_set_bits,"def take_L_and_F_set_bits(n):
    pass",python
330,330,longest_increasing_subsequence,"def longest_increasing_subsequence(arr):
    pass",python
331,331,find_Max,"def find_Max(arr,low,high):
    pass",python
332,332,catalan_number,"def catalan_number(num):
    pass",python
333,333,find_kth,"def find_kth(arr1, arr2, m, n, k):
    pass",python
334,334,__init__,"def __init__(self, a, b):
    pass",python
335,335,get_ludic,"def get_ludic(n):
    pass",python
336,336,bell_Number,"def bell_Number(n):
    pass",python
337,337,largest_subset,"def largest_subset(a, n):
    pass",python
338,338,get_median,"def get_median(arr1, arr2, n):
    pass",python
339,339,first_Digit,"def first_Digit(n):
    pass",python
340,340,min_jumps,"def min_jumps(arr, n):
    pass",python
341,341,count_Set_Bits,"def count_Set_Bits(n):
    pass",python
342,342,set_middle_bits,"def set_middle_bits(n):
    pass",python
343,343,lcs_of_three,"def lcs_of_three(X, Y, Z, m, n, o):
    pass",python
344,344,generate_matrix,"def generate_matrix(n):
    pass",python
345,345,get_inv_count,"def get_inv_count(arr, n):
    pass",python
346,346,nth_super_ugly_number,"def nth_super_ugly_number(n, primes):
    pass",python
347,347,find_longest_conseq_subseq,"def find_longest_conseq_subseq(arr, n):
    pass",python
348,348,check_subset,"def check_subset(list1,list2):
    pass",python
349,349,smallest_multiple,"def smallest_multiple(n):
    pass",python
350,350,count_Unset_Bits,"def count_Unset_Bits(n):
    pass",python
351,351,lucky_num,"def lucky_num(n):
    pass",python
352,352,coin_change,"def coin_change(S, m, n):
    pass",python
353,353,super_seq,"def super_seq(X, Y, m, n):
    pass",python
354,354,binomial_coeffi,"def binomial_coeffi(n, k):
    pass",python
355,355,dealnnoy_num,"def dealnnoy_num(n, m):
    pass",python
356,356,find_closet,"def find_closet(A, B, C, p, q, r):
    pass",python
357,357,heap_sort,"def heap_sort(arr):
    pass",python
358,358,min_sum_path,"def min_sum_path(A):
    pass",python
