id,problem,difficulty,category
68,"철수는 롤케이크를 두 조각으로 잘라서 동생과 한 조각씩 나눠 먹으려고 합니다. 이 롤케이크에는 여러가지 토핑들이 일렬로 올려져 있습니다. 철수와 동생은 롤케이크를 공평하게 나눠먹으려 하는데, 그들은 롤케이크의 크기보다 롤케이크 위에 올려진 토핑들의 종류에 더 관심이 많습니다. 그래서 잘린 조각들의 크기와 올려진 토핑의 개수에 상관없이 각 조각에 동일한 가짓수의 토핑이 올라가면 공평하게 롤케이크가 나누어진 것으로 생각합니다. 예를 들어, 롤케이크에 4가지 종류의 토핑이 올려져 있다고 합시다. 토핑들을 1, 2, 3, 4와 같이 번호로 표시했을 때, 케이크 위에 토핑들이 [1, 2, 1, 3, 1, 4, 1, 2] 순서로 올려져 있습니다. 만약 세 번째 토핑(1)과 네 번째 토핑(3) 사이를 자르면 롤케이크의 토핑은 [1, 2, 1], [3, 1, 4, 1, 2]로 나뉘게 됩니다. 철수가 [1, 2, 1]이 놓인 조각을, 동생이 [3, 1, 4, 1, 2]가 놓인 조각을 먹게 되면 철수는 두 가지 토핑(1, 2)을 맛볼 수 있지만, 동생은 네 가지 토핑(1, 2, 3, 4)을 맛볼 수 있으므로, 이는 공평하게 나누어진 것이 아닙니다. 만약 롤케이크의 네 번째 토핑(3)과 다섯 번째 토핑(1) 사이를 자르면 [1, 2, 1, 3], [1, 4, 1, 2]로 나뉘게 됩니다. 이 경우 철수는 세 가지 토핑(1, 2, 3)을, 동생도 세 가지 토핑(1, 2, 4)을 맛볼 수 있으므로, 이는 공평하게 나누어진 것입니다. 공평하게 롤케이크를 자르는 방법은 여러가지 일 수 있습니다. 위의 롤케이크를 [1, 2, 1, 3, 1], [4, 1, 2]으로 잘라도 공평하게 나뉩니다. 어떤 경우에는 롤케이크를 공평하게 나누지 못할 수도 있습니다. 롤케이크에 올려진 토핑들의 번호를 저장한 정수 배열 topping이 매개변수로 주어질 때, 롤케이크를 공평하게 자르는 방법의 수를 return 하도록 solution 함수를 완성해주세요. 제한사항 1 ≤ topping의 길이 ≤ 1,000,000 1 ≤ topping의 원소 ≤ 10,000 입출력 예 topping result [1, 2, 1, 3, 1, 4, 1, 2] 2 [1, 2, 3, 1, 4] 0 입출력 예 설명",normal,Array
69,"다음은 환자 정보를 담은 PATIENT 테이블과 의사 정보를 담은 DOCTOR 테이블, 그리고 진료 예약목록을 담은 APPOINTMENT에 대한 테이블입니다. PATIENT 테이블은 다음과 같으며 PT_NO, PT_NAME, GEND_CD, AGE, TLNO는 각각 환자번호, 환자이름, 성별코드, 나이, 전화번호를 의미합니다. Column name Type Nullable PT_NO VARCHAR(N) FALSE PT_NAME VARCHAR(N) FALSE GEND_CD VARCHAR(N) FALSE AGE INTEGER FALSE TLNO VARCHAR(N) TRUE DOCTOR 테이블은 다음과 같으며 DR_NAME, DR_ID, LCNS_NO, HIRE_YMD, MCDP_CD, TLNO는 각각 의사이름, 의사ID, 면허번호, 고용일자, 진료과코드, 전화번호를 나타냅니다. Column name Type Nullable DR_NAME VARCHAR(N) FALSE DR_ID VARCHAR(N) FALSE LCNS_NO VARCHAR(N) FALSE HIRE_YMD DATE FALSE MCDP_CD VARCHAR(N) TRUE TLNO VARCHAR(N) TRUE APPOINTMENT 테이블은 다음과 같으며 APNT_YMD, APNT_NO, PT_NO, MCDP_CD, MDDR_ID, APNT_CNCL_YN, APNT_CNCL_YMD는 각각 진료 예약일시, 진료예약번호, 환자번호, 진료과코드, 의사ID, 예약취소여부, 예약취소날짜를 나타냅니다. Column name Type Nullable APNT_YMD TIMESTAMP FALSE APNT_NO INTEGER FALSE PT_NO VARCHAR(N) FALSE MCDP_CD VARCHAR(N) FALSE MDDR_ID VARCHAR(N) FALSE APNT_CNCL_YN VARCHAR(N) TRUE APNT_CNCL_YMD DATE TRUE 문제 PATIENT, DOCTOR 그리고 APPOINTMENT 테이블에서 2022년 4월 13일 취소되지 않은 흉부외과(CS) 진료 예약 내역을 조회하는 SQL문을 작성해주세요. 진료예약번호, 환자이름, 환자번호, 진료과코드, 의사이름, 진료예약일시 항목이 출력되도록 작성해주세요. 결과는 진료예약일시를 기준으로 오름차순 정렬해주세요. 예시 PATIENT 테이블이 다음과 같고, PT_NO PT_NAME GEND_CD AGE TLNO PT22000019 바라 W 10 01079068799 PT22000043 오스왈드 M 68 01031294124 PT22000052 제니 W 60 NULL PT22000071 몬몬 M 31 01076489209 PT22000097 슈가 M 19 NULL DOCTOR 테이블이 다음과 같고, DR_NAME DR_ID LCNS_NO HIRE_YMD MCDP_CD TLNO 루피 DR20090029 LC00010001 2009-03-01 CS 01085482011 니모 DR20200012 LC00911162 2020-03-01 CS 01089483921 핑크퐁 DR20140011 LC00082201 2014-03-01 NP 01098428957 젤라비 DR20160031 LC00340327 2016-11-01 OB 01023981922 토리 DR20190129 LC00099911 2019-03-01 NS 01058390758 APPOINTMENT 테이블이 다음과 같을 때, APNT_YMD APNT_NO PT_NO MCDP_CD MDDR_ID APNT_CNCL_YN APNT_CNCL_YMD 2022-04-13 12:30:00.000000 42 PT22000071 CS DR20090029 N NULL 2022-04-13 15:30:00.000000 43 PT22000019 CS DR20200012 N NULL 2022-04-13 09:00:00.000000 46 PT22000043 CS DR20090029 N NULL 2022-07-09 11:00:00.000000 74 PT22000042 NP DR20100011 N NULL 2022-12-13 12:30:00.000000 110 PT22000097 NP DR20160011 Y 2022-12-03 SQL을 실행하면 다음과 같이 출력되어야 합니다. APNT_NO PT_NAME PT_NO MCDP_CD DR_NAME APNT_YMD 46 오스왈드 PT22000043 CS 루피 2022-04-13 09:00:00.000000 42 몬몬 PT22000071 CS 루피 2022-04-13 12:30:00.000000 43 바라 PT22000019 CS 니모 2022-04-13 15:30:00.000000",hard,database
70,"다음은 종합병원의 진료 예약정보를 담은 APPOINTMENT 테이블 입니다. APPOINTMENT 테이블은 다음과 같으며 APNT_YMD, APNT_NO, PT_NO, MCDP_CD, MDDR_ID, APNT_CNCL_YN, APNT_CNCL_YMD는 각각 진료예약일시, 진료예약번호, 환자번호, 진료과코드, 의사ID, 예약취소여부, 예약취소날짜를 나타냅니다. Column name Type Nullable APNT_YMD TIMESTAMP FALSE APNT_NO NUMBER(5) FALSE PT_NO VARCHAR(10) FALSE MCDP_CD VARCHAR(6) FALSE MDDR_ID VARCHAR(10) FALSE APNT_CNCL_YN VARCHAR(1) TRUE APNT_CNCL_YMD DATE TRUE 문제 APPOINTMENT 테이블에서 2022년 5월에 예약한 환자 수를 진료과코드 별로 조회하는 SQL문을 작성해주세요. 이때, 컬럼명은 '진료과 코드', '5월예약건수'로 지정해주시고 결과는 진료과별 예약한 환자 수를 기준으로 오름차순 정렬하고, 예약한 환자 수가 같다면 진료과 코드를 기준으로 오름차순 정렬해주세요. 예시 APPOINTMENT 테이블이 다음과 같을 때 APNT_YMD APNT_NO PT_NO MCDP_CD MDDR_ID APNT_CNCL_YN APNT_CNCL_YMD 2022-04-14 09:30:00.000000 47 PT22000064 GS DR20170123 N NULL 2022-04-15 10:30:00.000000 48 PT22000065 OB DR20100231 N NULL 2022-05-15 17:30:00.000000 49 PT22000086 OB DR20100231 N NULL 2022-05-18 10:30:00.000000 52 PT22000019 GS DR20100039 N NULL 2022-05-19 12:00:00.000000 53 PT22000020 FM DR20010112 N NULL 2022-05-22 08:30:00.000000 54 PT22000021 GS DR20100039 N NULL 2022-05-04 10:30:00.000000 56 PT22000023 FM DR20090112 N NULL 2022-05-14 15:30:00.000000 57 PT22000074 CS DR20200012 N NULL 2022-05-24 15:30:00.000000 58 PT22000085 CS DR20200012 N NULL 2022-05-28 10:00:00.000000 60 PT22000092 OS DR20100031 N NULL SQL을 실행하면 다음과 같이 출력되어야 합니다. 진료과코드 5월예약건수 OB 1 OS 1 CS 2 FM 2 GS 2",normal,database
71,"영재는 택배상자를 트럭에 싣는 일을 합니다. 영재가 실어야 하는 택배상자는 크기가 모두 같으며 1번 상자부터 n번 상자까지 번호가 증가하는 순서대로 컨테이너 벨트에 일렬로 놓여 영재에게 전달됩니다. 컨테이너 벨트는 한 방향으로만 진행이 가능해서 벨트에 놓인 순서대로(1번 상자부터) 상자를 내릴 수 있습니다. 하지만 컨테이너 벨트에 놓인 순서대로 택배상자를 내려 바로 트럭에 싣게 되면 택배 기사님이 배달하는 순서와 택배상자가 실려 있는 순서가 맞지 않아 배달에 차질이 생깁니다. 따라서 택배 기사님이 미리 알려준 순서에 맞게 영재가 택배상자를 실어야 합니다. 만약 컨테이너 벨트의 맨 앞에 놓인 상자가 현재 트럭에 실어야 하는 순서가 아니라면 그 상자를 트럭에 실을 순서가 될 때까지 잠시 다른 곳에 보관해야 합니다. 하지만 고객의 물건을 함부로 땅에 둘 수 없어 보조 컨테이너 벨트를 추가로 설치하였습니다. 보조 컨테이너 벨트는 앞 뒤로 이동이 가능하지만 입구 외에 다른 면이 막혀 있어서 맨 앞의 상자만 뺄 수 있습니다(즉, 가장 마지막에 보조 컨테이너 벨트에 보관한 상자부터 꺼내게 됩니다). 보조 컨테이너 벨트를 이용해도 기사님이 원하는 순서대로 상자를 싣지 못 한다면, 더 이상 상자를 싣지 않습니다. 예를 들어, 영재가 5개의 상자를 실어야 하며, 택배 기사님이 알려준 순서가 기존의 컨테이너 벨트에 네 번째, 세 번째, 첫 번째, 두 번째, 다섯 번째 놓인 택배상자 순서인 경우, 영재는 우선 첫 번째, 두 번째, 세 번째 상자를 보조 컨테이너 벨트에 보관합니다. 그 후 네 번째 상자를 트럭에 싣고 보조 컨테이너 벨트에서 세 번째 상자 빼서 트럭에싣습니다. 다음으로 첫 번째 상자를 실어야 하지만 보조 컨테이너 벨트에서는 두 번째 상자를, 기존의 컨테이너 벨트에는 다섯 번째 상자를 꺼낼 수 있기 때문에 더이상의 상자는 실을 수 없습니다. 따라서 트럭에는 2개의 상자만 실리게 됩니다. 택배 기사님이 원하는 상자 순서를 나타내는 정수 배열 order가 주어졌을 때, 영재가 몇 개의 상자를 실을 수 있는지 return 하는 solution 함수를 완성하세요. 제한사항 1 ≤ order의 길이 ≤ 1,000,000 order는 1이상 order의 길이 이하의 모든 정수가 한번씩 등장합니다. order[i]는 기존의 컨테이너 벨트에 order[i]번째 상자를 i+1번째로 트럭에 실어야 함을 의미합니다. 입출력 예 order result [4, 3, 1, 2, 5] 2 [5, 4, 3, 2, 1] 5 입출력 예 설명",normal,Array
72,"한수는 직사각형 모양의 공간에 놓인 동전들을 뒤집는 놀이를 하고 있습니다. 모든 동전들은 앞과 뒤가 구분되어 있으며, 동전을 뒤집기 위해서는 같은 줄에 있는 모든 동전을 뒤집어야 합니다. 동전들의 초기 상태와 목표 상태가 주어졌을 때, 초기 상태에서 최소 몇 번의 동전을 뒤집어야 목표 상태가 되는지 알아봅시다. 예를 들어, 위 그림에서 맨 왼쪽이 초기 상태, 맨 오른쪽이 목표 상태인 경우에 대해 알아봅시다. 그림에서 검은색 원은 앞면인 동전, 흰색 원은 뒷면인 동전을 의미합니다. 초기 상태에서 2행과 4행의 돌들을 뒤집으면, 두 번째 그림이 됩니다. 그 후, 2열, 4열, 5열의 돌들을 순서대로 뒤집는 다면, 총 5번의 동전 뒤집기를 통해 목표 상태가 되며, 이 경우가 최소인 경우입니다. 직사각형 모양의 공간에 놓인 동전들의 초기 상태를 나타내는 2차원 정수 배열 beginning, 목표 상태를 나타내는 target이 주어졌을 때, 초기 상태에서 목표 상태로 만들기 위해 필요한 동전 뒤집기 횟수의 최솟값을 return 하는 solution 함수를 완성하세요. 단, 목표 상태를 만들지 못하는 경우에는 -1을 return 합니다. 제한사항 1 ≤ beginning의 길이 = target의 길이 ≤ 10 1 ≤ beginning[i]의 길이 = target[i]의 길이 ≤ 10 beginning[i][j]와 target[i][j]는 i + 1행 j + 1열의 동전의 상태를 나타내며, 0 또는 1의 값으로 주어집니다. 0은 동전의 앞면을, 1은 동전의 뒷면을 의미합니다. 입출력 예 beginning target result [[0, 1, 0, 0, 0], [1, 0, 1, 0, 1], [0, 1, 1, 1, 0], [1, 0, 1, 1, 0], [0, 1, 0, 1, 0]] [[0, 0, 0, 1, 1], [0, 0, 0, 0, 1], [0, 0, 1, 0, 1], [0, 0, 0, 1, 0], [0, 0, 0, 0, 1]] 5 [[0, 0, 0], [0, 0, 0], [0, 0, 0]] [[1, 0, 1], [0, 0, 0], [0, 0, 0]] -1 입출력 예 설명",normal,Array
73,"고고학자인 혜선은 오래전부터 성궤의 행방을 추적해왔습니다. 그동안 그의 연구는 주류 학자들로부터 인정받지 못했었지만, 혜선이는 포기하지 않고 조사를 계속했고 마침내 성궤의 행방을 알아내었습니다. 그러나 오래전 누군가로부터 봉인된 성궤는 특별한 잠금장치에 의해 보호되고 있었습니다. 잠금장치는 일종의 퍼즐과 연결되어 퍼즐을 해결하면 열리는 것으로 보입니다. 퍼즐은 시계들이 행렬을 이루는 구조물인데 하나의 시계에 시곗바늘은 하나씩만 있습니다. 각 시곗바늘은 시계방향으로만 돌릴 수 있고 한 번의 조작으로 90도씩 돌릴 수 있습니다. 시계들은 기계장치에 의해 연결되어 있어 어떤 시계의 시곗바늘을 돌리면 그 시계의 상하좌우로 인접한 시계들의 시곗바늘도 함께 돌아갑니다. 행렬의 모서리에 위치한 시계의 시곗바늘을 돌리는 경우에는 인접한 세 시계의 시곗바늘들이 함께 돌아가며, 꼭짓점에 위치한 시계의 시곗바늘을 돌리는 경우에는 인접한 두 시계의 시곗바늘들이 함께 돌아갑니다. 각 시계는 12시, 3시, 6시, 9시 방향 중의 한 방향을 가리키고 있습니다. 각 시계의 시곗바늘을 적절히 조작하여 모든 시곗바늘이 12시 방향을 가리키면 퍼즐이 해결되어 성궤를 봉인하고 있는 잠금장치가 열릴 것입니다. 노후화된 퍼즐 기계장치가 걱정되었던 혜선은 가능한 최소한의 조작으로 퍼즐을 해결하려고 합니다. 시곗바늘들의 행렬 clockHands가 매개변수로 주어질 때, 퍼즐을 해결하기 위한 최소한의 조작 횟수를 return 하도록 solution 함수를 완성해주세요. 제한사항 2 ≤ clockHands의 길이 ≤ 8 clockHands는 2차원 배열이며 행과 열의 크기가 동일합니다. 0 ≤ clockHands의 원소 ≤ 3 clockHands[i]의 원소들은 시곗바늘의 방향을 나타내며 0은 12시 방향, 1은 3시 방향, 2는 6시 방향, 3은 9시 방향을 나타냅니다. 해결 가능한 퍼즐만 주어집니다. 입출력 예 clockHands result [[0,3,3,0],[3,2,2,3],[0,3,2,0],[0,3,3,3]] 3 입출력 예 설명",normal,Array
74,"철호는 수열을 가지고 놀기 좋아합니다. 어느 날 철호는 어떤 자연수로 이루어진 원형 수열의 연속하는 부분 수열의 합으로 만들 수 있는 수가 모두 몇 가지인지 알아보고 싶어졌습니다. 원형 수열이란 일반적인 수열에서 처음과 끝이 연결된 형태의 수열을 말합니다. 예를 들어 수열 [7, 9, 1, 1, 4] 로 원형 수열을 만들면 다음과 같습니다. 원형 수열은 처음과 끝이 연결되어 끊기는 부분이 없기 때문에 연속하는 부분 수열도 일반적인 수열보다 많아집니다. 원형 수열의 모든 원소 elements가 순서대로 주어질 때, 원형 수열의 연속 부분 수열 합으로 만들 수 있는 수의 개수를 return 하도록 solution 함수를 완성해주세요. 제한사항 3 ≤ elements의 길이 ≤ 1,000 1 ≤ elements의 원소 ≤ 1,000 입출력 예 elements result [7,9,1,1,4] 18 입출력 예 설명",normal,Math
75,"다음은 어느 의류 쇼핑몰의 온라인 상품 판매 정보를 담은 ONLINE_SALE 테이블과 오프라인 상품 판매 정보를 담은 OFFLINE_SALE 테이블 입니다. ONLINE_SALE 테이블은 아래와 같은 구조로 되어있으며 ONLINE_SALE_ID, USER_ID, PRODUCT_ID, SALES_AMOUNT, SALES_DATE는 각각 온라인 상품 판매 ID, 회원 ID, 상품 ID, 판매량, 판매일을 나타냅니다. Column name Type Nullable ONLINE_SALE_ID INTEGER FALSE USER_ID INTEGER FALSE PRODUCT_ID INTEGER FALSE SALES_AMOUNT INTEGER FALSE SALES_DATE DATE FALSE 동일한 날짜, 회원 ID, 상품 ID 조합에 대해서는 하나의 판매 데이터만 존재합니다. OFFLINE_SALE 테이블은 아래와 같은 구조로 되어있으며 OFFLINE_SALE_ID, PRODUCT_ID, SALES_AMOUNT, SALES_DATE는 각각 오프라인 상품 판매 ID, 상품 ID, 판매량, 판매일을 나타냅니다. Column name Type Nullable OFFLINE_SALE_ID INTEGER FALSE PRODUCT_ID INTEGER FALSE SALES_AMOUNT INTEGER FALSE SALES_DATE DATE FALSE 동일한 날짜, 상품 ID 조합에 대해서는 하나의 판매 데이터만 존재합니다. 문제 ONLINE_SALE 테이블과 OFFLINE_SALE 테이블에서 2022년 3월의 오프라인/온라인 상품 판매 데이터의 판매 날짜, 상품ID, 유저ID, 판매량을 출력하는 SQL문을 작성해주세요. OFFLINE_SALE 테이블의 판매 데이터의 USER_ID 값은 NULL 로 표시해주세요. 결과는 판매일을 기준으로 오름차순 정렬해주시고 판매일이 같다면 상품 ID를 기준으로 오름차순, 상품ID까지 같다면 유저 ID를 기준으로 오름차순 정렬해주세요. 예시 예를 들어 ONLINE_SALE 테이블이 다음과 같고 ONLINE_SALE_ID USER_ID PRODUCT_ID SALES_AMOUNT SALES_DATE 1 1 3 2 2022-02-25 2 4 4 1 2022-03-01 4 2 2 2 2022-03-02 3 6 3 3 2022-03-02 5 5 5 1 2022-03-03 6 5 7 1 2022-04-06 OFFLINE_SALE 테이블이 다음과 같다면 OFFLINE_SALE_ID PRODUCT_ID SALES_AMOUNT SALES_DATE 1 1 2 2022-02-21 4 1 2 2022-03-01 3 3 3 2022-03-01 2 4 1 2022-03-01 5 2 1 2022-03-03 6 2 1 2022-04-01 각 테이블의 2022년 3월의 판매 데이터를 합쳐서, 정렬한 결과는 다음과 같아야 합니다. SALES_DATE PRODUCT_ID USER_ID SALES_AMOUNT 2022-03-01 1 NULL 2 2022-03-01 3 NULL 3 2022-03-01 4 NULL 1 2022-03-01 4 4 1 2022-03-02 2 2 2 2022-03-02 3 6 3 2022-03-03 2 NULL 1 2022-03-03 5 5 1",hard,database
76,"다음은 어느 의류 쇼핑몰의 온라인 상품 판매 정보를 담은 ONLINE_SALE 테이블 입니다. ONLINE_SALE 테이블은 아래와 같은 구조로 되어있으며 ONLINE_SALE_ID, USER_ID, PRODUCT_ID, SALES_AMOUNT, SALES_DATE는 각각 온라인 상품 판매 ID, 회원 ID, 상품 ID, 판매량, 판매일을 나타냅니다. Column name Type Nullable ONLINE_SALE_ID INTEGER FALSE USER_ID INTEGER FALSE PRODUCT_ID INTEGER FALSE SALES_AMOUNT INTEGER FALSE SALES_DATE DATE FALSE 동일한 날짜, 회원 ID, 상품 ID 조합에 대해서는 하나의 판매 데이터만 존재합니다. 문제 ONLINE_SALE 테이블에서 동일한 회원이 동일한 상품을 재구매한 데이터를 구하여, 재구매한 회원 ID와 재구매한 상품 ID를 출력하는 SQL문을 작성해주세요. 결과는 회원 ID를 기준으로 오름차순 정렬해주시고 회원 ID가 같다면 상품 ID를 기준으로 내림차순 정렬해주세요. 예시 예를 들어 ONLINE_SALE 테이블이 다음과 같다면 ONLINE_SALE_ID USER_ID PRODUCT_ID SALES_AMOUNT SALES_DATE 1 1 3 2 2022-02-25 2 1 4 1 2022-03-01 4 2 4 2 2022-03-12 3 1 3 3 2022-03-31 5 3 5 1 2022-04-03 6 2 4 1 2022-04-06 2 1 4 2 2022-05-11 USER_ID 가 1인 유저가 PRODUCT_ID 가 3, 4인 상품들을 재구매하고, USER_ID 가 2인 유저가 PRODUCT_ID 가 4인 상품을 재구매 하였으므로, 다음과 같이 결과가 나와야합니다. USER_ID PRODUCT_ID 1 4 1 3 2 4",normal,database
77,"다음은 어느 의류 쇼핑몰에 가입한 회원 정보를 담은 USER_INFO 테이블과 온라인 상품 판매 정보를 담은 ONLINE_SALE 테이블 입니다. USER_INFO 테이블은 아래와 같은 구조로 되어있으며 USER_ID, GENDER, AGE, JOINED는 각각 회원 ID, 성별, 나이, 가입일을 나타냅니다. Column name Type Nullable USER_ID INTEGER FALSE GENDER TINYINT(1) TRUE AGE INTEGER TRUE JOINED DATE FALSE GENDER 컬럼은 비어있거나 0 또는 1의 값을 가지며 0인 경우 남자를, 1인 경우는 여자를 나타냅니다. ONLINE_SALE 테이블은 아래와 같은 구조로 되어있으며 ONLINE_SALE_ID, USER_ID, PRODUCT_ID, SALES_AMOUNT, SALES_DATE는 각각 온라인 상품 판매 ID, 회원 ID, 상품 ID, 판매량, 판매일을 나타냅니다. Column name Type Nullable ONLINE_SALE_ID INTEGER FALSE USER_ID INTEGER FALSE PRODUCT_ID INTEGER FALSE SALES_AMOUNT INTEGER FALSE SALES_DATE DATE FALSE 동일한 날짜, 회원 ID, 상품 ID 조합에 대해서는 하나의 판매 데이터만 존재합니다. 문제 USER_INFO 테이블과 ONLINE_SALE 테이블에서 2021년에 가입한 전체 회원들 중 상품을 구매한 회원수와 상품을 구매한 회원의 비율(=2021년에 가입한 회원 중 상품을 구매한 회원수 / 2021년에 가입한 전체 회원 수)을 년, 월 별로 출력하는 SQL문을 작성해주세요. 상품을 구매한 회원의 비율은 소수점 두번째자리에서 반올림하고, 전체 결과는 년을 기준으로 오름차순 정렬해주시고 년이 같다면 월을 기준으로 오름차순 정렬해주세요. 예시 예를 들어 USER_INFO 테이블이 다음과 같고 USER_ID GENDER AGE JOINED 1 1 26 2021-06-01 2 NULL NULL 2021-06-25 3 0 NULL 2021-06-30 4 0 31 2021-07-03 5 1 25 2022-01-09 6 1 33 2022-02-14 ONLINE_SALE 이 다음과 같다면 ONLINE_SALE_ID USER_ID PRODUCT_ID SALES_AMOUNT SALES_DATE 1 1 54 1 2022-01-01 2 1 3 2 2022-01-25 3 4 34 1 2022-01-30 4 6 253 3 2022-02-03 5 2 31 2 2022-02-09 6 5 35 1 2022-02-14 7 5 57 1 2022-02-18 2021년에 가입한 회원은 USER_ID가 1, 2, 3, 4 인 회원들로 총 4명 입니다. ONLINE_SALE 테이블에서 해당 회원들에 대한 판매 데이터는 다음과 같습니다. ONLINE_SALE_ID USER_ID PRODUCT_ID SALES_AMOUNT SALES_DATE 1 1 54 1 2022-01-01 2 1 3 2 2022-01-25 3 4 34 1 2022-01-30 5 2 31 2 2022-02-09 그러므로 년, 월 별로 상품을 구매한 회원수와 상품을 구매한 회원의 비율을 구하고 결과를 정렬하면 다음과 같아야 합니다. YEAR MONTH PURCHASED_USERS PUCHASED_RATIO 2022 1 2 0.5 2022 2 1 0.3",hard,database
78,"다음은 어느 의류 쇼핑몰에서 판매중인 상품들의 상품 정보를 담은 PRODUCT 테이블과 오프라인 상품 판매 정보를 담은 OFFLINE_SALE 테이블 입니다. PRODUCT 테이블은 아래와 같은 구조로 PRODUCT_ID, PRODUCT_CODE, PRICE는 각각 상품 ID, 상품코드, 판매가를 나타냅니다. Column name Type Nullable PRODUCT_ID INTEGER FALSE PRODUCT_CODE VARCHAR(8) FALSE PRICE INTEGER FALSE 상품 별로 중복되지 않는 8자리 상품코드 값을 가지며, 앞 2자리는 카테고리 코드를 의미합니다. OFFLINE_SALE 테이블은 아래와 같은 구조로 되어있으며 OFFLINE_SALE_ID, PRODUCT_ID, SALES_AMOUNT, SALES_DATE는 각각 오프라인 상품 판매 ID, 상품 ID, 판매량, 판매일을 나타냅니다. Column name Type Nullable OFFLINE_SALE_ID INTEGER FALSE PRODUCT_ID INTEGER FALSE SALES_AMOUNT INTEGER FALSE SALES_DATE DATE FALSE 동일한 날짜, 상품 ID 조합에 대해서는 하나의 판매 데이터만 존재합니다. 문제 PRODUCT 테이블과 OFFLINE_SALE 테이블에서 상품코드 별 매출액(판매가 * 판매량) 합계를 출력하는 SQL문을 작성해주세요. 결과는 매출액을 기준으로 내림차순 정렬해주시고 매출액이 같다면 상품코드를 기준으로 오름차순 정렬해주세요. 예시 예를 들어 PRODUCT 테이블이 다음과 같고 PRODUCT_ID PRODUCT_CODE PRICE 1 A1000011 15000 2 A1000045 8000 3 C3000002 42000 OFFLINE_SALE 테이블이 다음과 같다면 OFFLINE_SALE_ID PRODUCT_ID SALES_AMOUNT SALES_DATE 1 1 2 2022-02-21 2 1 2 2022-03-02 3 3 3 2022-05-01 4 2 1 2022-05-24 5 1 2 2022-07-14 6 2 1 2022-09-22 각 상품 별 총 판매량과 판매가는 다음과 같습니다. PRODUCT_CODE 가 A1000011인 상품은 총 판매량이 6개, 판매가가 15,000원 PRODUCT_CODE 가 A1000045인 상품은 총 판매량이 2개, 판매가가 8,000원 PRODUCT_CODE 가 C3000002인 상품은 총 판매량이 3개, 판매가가 42,000원 그러므로 각 상품 별 매출액을 계산하고 정렬하면 결과가 다음과 같이 나와야 합니다. PRODUCT_CODE SALES C3000002 126000 A1000011 90000 A1000045 16000",normal,database
79,"다음은 어느 의류 쇼핑몰에 가입한 회원 정보를 담은 USER_INFO 테이블과 온라인 상품 판매 정보를 담은 ONLINE_SALE 테이블 입니다.USER_INFO 테이블은 아래와 같은 구조로 되어있으며 USER_ID, GENDER, AGE, JOINED는 각각 회원 ID, 성별, 나이, 가입일을 나타냅니다. Column name Type Nullable USER_ID INTEGER FALSE GENDER TINYINT(1) TRUE AGE INTEGER TRUE JOINED DATE FALSE GENDER 컬럼은 비어있거나 0 또는 1의 값을 가지며 0인 경우 남자를, 1인 경우는 여자를 나타냅니다. ONLINE_SALE 테이블은 아래와 같은 구조로 되어있으며, ONLINE_SALE_ID, USER_ID, PRODUCT_ID, SALES_AMOUNT, SALES_DATE는 각각 온라인 상품 판매 ID, 회원 ID, 상품 ID, 판매량, 판매일을 나타냅니다. Column name Type Nullable ONLINE_SALE_ID INTEGER FALSE USER_ID INTEGER FALSE PRODUCT_ID INTEGER FALSE SALES_AMOUNT INTEGER FALSE SALES_DATE DATE FALSE 동일한 날짜, 회원 ID, 상품 ID 조합에 대해서는 하나의 판매 데이터만 존재합니다. 문제 USER_INFO 테이블과 ONLINE_SALE 테이블에서 년, 월, 성별 별로 상품을 구매한 회원수를 집계하는 SQL문을 작성해주세요. 결과는 년, 월, 성별을 기준으로 오름차순 정렬해주세요. 이때, 성별 정보가 없는 경우 결과에서 제외해주세요. 예시 예를 들어 USER_INFO 테이블이 다음과 같고 USER_ID GENDER AGE JOINED 1 1 26 2021-06-01 2 NULL NULL 2021-06-25 3 0 NULL 2021-06-30 4 0 31 2021-07-03 5 1 25 2021-07-09 6 1 33 2021-07-14 ONLINE_SALE 테이블이 다음과 같다면 ONLINE_SALE_ID USER_ID PRODUCT_ID SALES_AMOUNT SALES_DATE 1 1 54 1 2022-01-01 2 1 3 2 2022-01-25 3 4 34 1 2022-01-30 4 6 253 3 2022-02-03 5 2 31 2 2022-02-09 6 5 35 1 2022-02-14 7 5 57 1 2022-02-18 2022년 1월에 상품을 구매한 회원은 USER_ID 가 1(GENDER=1), 4(GENDER=0)인 회원들이고, 2022년 2월에 상품을 구매한 회원은 USER_ID 가 2(GENDER=NULL), 5(GENDER=1), 6(GENDER=1)인 회원들 이므로, 년, 월, 성별 별로 상품을 구매한 회원수를 집계하고, 년, 월, 성별을 기준으로 오름차순 정렬하면 다음과 같은 결과가 나와야 합니다. YEAR MONTH GENDER USERS 2022 1 0 1 2022 1 1 1 2022 2 1 2",hard,database
